"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/12/2025","AQS","530330030","1","29","ppb","27","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/13/2025","AQS","530330030","1","19.6","ppb","18","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/14/2025","AQS","530330030","1","24.8","ppb","23","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/15/2025","AQS","530330030","1","20.9","ppb","19","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/16/2025","AQS","530330030","1","23","ppb","22","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/17/2025","AQS","530330030","1","25.4","ppb","24","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/18/2025","AQS","530330030","1","26.8","ppb","25","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/19/2025","AQS","530330030","1","19.9","ppb","18","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/20/2025","AQS","530330030","1","20.2","ppb","19","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/21/2025","AQS","530330030","1","19.1","ppb","18","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/24/2025","AQS","530330030","1","40.2","ppb","38","Seattle-10th & Weller","21","88.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/25/2025","AQS","530330030","1","33","ppb","31","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/26/2025","AQS","530330030","1","17.4","ppb","16","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/27/2025","AQS","530330030","1","23.6","ppb","22","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/28/2025","AQS","530330030","1","34.2","ppb","32","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/30/2025","AQS","530330030","1","29.4","ppb","27","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"05/31/2025","AQS","530330030","1","25.2","ppb","24","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/01/2025","AQS","530330030","1","14.9","ppb","13","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/02/2025","AQS","530330030","1","30.2","ppb","28","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/03/2025","AQS","530330030","1","31.2","ppb","29","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/04/2025","AQS","530330030","1","20.9","ppb","19","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/05/2025","AQS","530330030","1","17.4","ppb","16","Seattle-10th & Weller","22","92.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/06/2025","AQS","530330030","1","25","ppb","24","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/07/2025","AQS","530330030","1","29.7","ppb","27","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/08/2025","AQS","530330030","1","33.9","ppb","31","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/09/2025","AQS","530330030","1","33.8","ppb","31","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/11/2025","AQS","530330030","1","25.3","ppb","24","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/14/2025","AQS","530330030","1","18.4","ppb","17","Seattle-10th & Weller","21","88.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/15/2025","AQS","530330030","1","18","ppb","17","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/16/2025","AQS","530330030","1","27.5","ppb","25","Seattle-10th & Weller","20","83.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/17/2025","AQS","530330030","1","23.3","ppb","22","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/18/2025","AQS","530330030","1","16","ppb","15","Seattle-10th & Weller","20","83.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/21/2025","AQS","530330030","1","17.8","ppb","16","Seattle-10th & Weller","21","88.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/22/2025","AQS","530330030","1","19.7","ppb","18","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/23/2025","AQS","530330030","1","25.1","ppb","24","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/24/2025","AQS","530330030","1","28","ppb","26","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/25/2025","AQS","530330030","1","20.5","ppb","19","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/26/2025","AQS","530330030","1","22.2","ppb","21","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/27/2025","AQS","530330030","1","24","ppb","23","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/28/2025","AQS","530330030","1","23.4","ppb","22","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/29/2025","AQS","530330030","1","15.8","ppb","14","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"06/30/2025","AQS","530330030","1","27","ppb","25","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/01/2025","AQS","530330030","1","20.8","ppb","19","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/02/2025","AQS","530330030","1","18.2","ppb","17","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/05/2025","AQS","530330030","1","23.7","ppb","22","Seattle-10th & Weller","21","88.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/06/2025","AQS","530330030","1","14.3","ppb","13","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/07/2025","AQS","530330030","1","23.7","ppb","22","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/08/2025","AQS","530330030","1","35","ppb","33","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/09/2025","AQS","530330030","1","19.1","ppb","18","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/10/2025","AQS","530330030","1","22.8","ppb","21","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/11/2025","AQS","530330030","1","24.8","ppb","23","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/12/2025","AQS","530330030","1","18.2","ppb","17","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/13/2025","AQS","530330030","1","20.5","ppb","19","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/14/2025","AQS","530330030","1","20.5","ppb","19","Seattle-10th & Weller","24","100.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"07/15/2025","AQS","530330030","1","28.4","ppb","26","Seattle-10th & Weller","23","96.0000","42602","Nitrogen dioxide (NO2)","599","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/08/2025","AQS","530330057","1","29.3","ppb","27","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/09/2025","AQS","530330057","1","30","ppb","28","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/10/2025","AQS","530330057","1","30.7","ppb","28","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/11/2025","AQS","530330057","1","27.5","ppb","25","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/12/2025","AQS","530330057","1","26.7","ppb","25","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/13/2025","AQS","530330057","1","23.2","ppb","22","SEATTLE - DUWAMISH","20","83.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/14/2025","AQS","530330057","1","20.4","ppb","19","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/15/2025","AQS","530330057","1","22.3","ppb","21","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/16/2025","AQS","530330057","1","26","ppb","25","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/17/2025","AQS","530330057","1","31.7","ppb","29","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/18/2025","AQS","530330057","1","32.1","ppb","30","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/19/2025","AQS","530330057","1","29.1","ppb","27","SEATTLE - DUWAMISH","23","96.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/20/2025","AQS","530330057","1","38.8","ppb","36","SEATTLE - DUWAMISH","20","83.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/21/2025","AQS","530330057","1","32.6","ppb","30","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/22/2025","AQS","530330057","1","46.9","ppb","43","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/23/2025","AQS","530330057","1","33.7","ppb","31","SEATTLE - DUWAMISH","21","88.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/24/2025","AQS","530330057","1","27.6","ppb","25","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/25/2025","AQS","530330057","1","35.1","ppb","33","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/26/2025","AQS","530330057","1","26.7","ppb","25","SEATTLE - DUWAMISH","23","96.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/27/2025","AQS","530330057","1","37.2","ppb","35","SEATTLE - DUWAMISH","20","83.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/28/2025","AQS","530330057","1","34.5","ppb","32","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/29/2025","AQS","530330057","1","28","ppb","26","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/30/2025","AQS","530330057","1","30.5","ppb","28","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"01/31/2025","AQS","530330057","1","36.4","ppb","34","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/01/2025","AQS","530330057","1","5.4","ppb","5","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/02/2025","AQS","530330057","1","24","ppb","23","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/03/2025","AQS","530330057","1","31.4","ppb","29","SEATTLE - DUWAMISH","20","83.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/04/2025","AQS","530330057","1","33.6","ppb","31","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/05/2025","AQS","530330057","1","29.3","ppb","27","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/06/2025","AQS","530330057","1","34.9","ppb","32","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/07/2025","AQS","530330057","1","31.4","ppb","29","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/08/2025","AQS","530330057","1","23","ppb","22","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/09/2025","AQS","530330057","1","32.6","ppb","30","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/10/2025","AQS","530330057","1","33.9","ppb","31","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/12/2025","AQS","530330057","1","35.5","ppb","33","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/13/2025","AQS","530330057","1","65.3","ppb","63","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/14/2025","AQS","530330057","1","29.8","ppb","27","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/15/2025","AQS","530330057","1","27.7","ppb","25","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/16/2025","AQS","530330057","1","16.3","ppb","15","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/17/2025","AQS","530330057","1","25.8","ppb","24","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/18/2025","AQS","530330057","1","30.5","ppb","28","SEATTLE - DUWAMISH","20","83.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/19/2025","AQS","530330057","1","24.3","ppb","23","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/20/2025","AQS","530330057","1","35.7","ppb","33","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/21/2025","AQS","530330057","1","33.5","ppb","31","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/22/2025","AQS","530330057","1","21.7","ppb","20","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/23/2025","AQS","530330057","1","36.2","ppb","34","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/24/2025","AQS","530330057","1","37","ppb","35","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/25/2025","AQS","530330057","1","21.8","ppb","20","SEATTLE - DUWAMISH","20","83.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/26/2025","AQS","530330057","1","38.5","ppb","36","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/27/2025","AQS","530330057","1","34.3","ppb","32","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"02/28/2025","AQS","530330057","1","27.4","ppb","25","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/01/2025","AQS","530330057","1","28.7","ppb","26","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/02/2025","AQS","530330057","1","18.4","ppb","17","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/03/2025","AQS","530330057","1","17.1","ppb","16","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/04/2025","AQS","530330057","1","26.8","ppb","25","SEATTLE - DUWAMISH","20","83.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/05/2025","AQS","530330057","1","33.8","ppb","31","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/06/2025","AQS","530330057","1","31.6","ppb","29","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/07/2025","AQS","530330057","1","30.8","ppb","28","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/08/2025","AQS","530330057","1","27.2","ppb","25","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/09/2025","AQS","530330057","1","15.5","ppb","14","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/10/2025","AQS","530330057","1","33.1","ppb","31","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/11/2025","AQS","530330057","1","25.5","ppb","24","SEATTLE - DUWAMISH","20","83.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/12/2025","AQS","530330057","1","28.8","ppb","26","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/13/2025","AQS","530330057","1","21.4","ppb","20","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/14/2025","AQS","530330057","1","31.3","ppb","29","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
"03/15/2025","AQS","530330057","1","19","ppb","18","SEATTLE - DUWAMISH","24","100.0000","42602","Nitrogen dioxide (NO2)","256","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.55975","-122.338265"
